latitude,longitude,name,zipcode,county
61.211789,-149.732908,Arby's,99504,Anchorage Municipality
61.194770,-149.886900,Arby's,99503,Anchorage Municipality
61.326259,-149.571732,Arby's,99567,Anchorage Municipality
60.558090,-151.239530,Arby's,99669,Kenai Peninsula Borough
60.482840,-151.069760,Arby's,99669,Kenai Peninsula Borough
61.576590,-149.408550,Arby's,99654,Matanuska-Susitna Borough
33.259350,-86.836160,Arby's,35007,Shelby County
33.249510,-86.814900,Arby's,35007,Shelby County
34.277520,-86.208060,Arby's,35951,Marshall County
32.935340,-85.972980,Arby's,35089,Coosa County
31.275940,-86.518390,Arby's,36420,Covington County
33.668000,-85.826600,Arby's,36206,Calhoun County
33.722120,-85.816420,Arby's,36206,Calhoun County
34.335960,-86.503700,Arby's,35016,Marshall County
34.802880,-86.972149,Arby's,35613,Limestone County
31.006220,-87.493610,Arby's,36562,Baldwin County
33.879550,-85.970950,Arby's,35907,Etowah County
32.570550,-85.499940,Arby's,36832,Lee County
30.883950,-87.787500,Arby's,36507,Baldwin County
33.337170,-86.917190,Arby's,35020,Jefferson County
33.415950,-86.803840,Arby's,35216,Jefferson County
33.601680,-86.639070,Arby's,35235,Jefferson County
33.506680,-86.798380,Arby's,35233,Jefferson County
33.429894,-86.708827,Arby's,35243,Jefferson County
33.639790,-86.621430,Arby's,35235,Jefferson County
33.530430,-86.719700,Arby's,35213,Jefferson County
33.590320,-86.697430,Arby's,35206,Jefferson County
34.196400,-86.149250,Arby's,35957,Marshall County
31.099670,-87.079510,Arby's,36426,Escambia County
32.892670,-86.627249,Arby's,35046,Chilton County
33.177351,-87.447574,Arby's,35453,Tuscaloosa County
34.153360,-86.841410,Arby's,35058,Cullman County
34.207032,-86.872974,Arby's,35058,Cullman County
30.655256,-87.904408,Arby's,36527,Baldwin County
34.561140,-86.973180,Arby's,35601,Morgan County
34.559280,-86.999960,Arby's,35601,Morgan County
31.269108,-85.444695,Arby's,36303,Houston County
31.176770,-85.402200,Arby's,36301,Houston County
31.233868,-85.452452,Arby's,36305,Houston County
31.324770,-85.832410,Arby's,36330,Coffee County
31.882209,-85.145795,Arby's,36027,Barbour County
31.419180,-87.004219,Arby's,36432,Conecuh County
30.525130,-87.886274,Arby's,36532,Baldwin County
34.820930,-87.653140,Arby's,35630,Lauderdale County
34.839860,-87.635900,Arby's,35630,Lauderdale County
33.553580,-86.885990,Arby's,35214,Jefferson County
34.466140,-85.700710,Arby's,35967,DeKalb County
33.608123,-86.806125,Arby's,35068,Jefferson County
34.010900,-85.990640,Arby's,35901,Etowah County
33.998170,-86.004190,Arby's,35901,Etowah County
33.652010,-86.820060,Arby's,35117,Jefferson County
30.497391,-88.336365,Arby's,36541,Mobile County
31.846070,-86.639790,Arby's,36033,Butler County
30.268690,-87.688500,Arby's,36511,Baldwin County
34.340490,-86.310150,Arby's,35976,Marshall County
34.663144,-86.485160,Arby's,35741,Madison County
34.448592,-86.945241,Arby's,35640,Morgan County
34.942322,-86.571632,Arby's,35750,Madison County
33.450360,-86.822070,Arby's,35209,Jefferson County
33.481100,-86.788700,Arby's,35205,Jefferson County
33.352471,-86.784405,Arby's,35244,Jefferson County
33.378840,-86.801090,Arby's,35244,Jefferson County
33.451450,-86.984080,Arby's,35061,Jefferson County
34.637110,-86.567150,Arby's,35802,Madison County
34.715860,-86.591890,Arby's,35801,Madison County
34.756150,-86.594260,Arby's,35816,Madison County
34.785840,-86.518790,Arby's,35811,Madison County
34.735160,-86.630520,Arby's,35816,Madison County
33.842410,-87.242890,Arby's,35501,Walker County
33.568740,-86.519892,Arby's,35004,St. Clair County
30.655030,-87.763980,Arby's,36551,Baldwin County
34.753570,-86.741670,Arby's,35757,Madison County
34.677840,-86.748220,Arby's,35758,Madison County
30.675770,-88.137390,Arby's,36609,Mobile County
30.580881,-88.173949,Arby's,36619,Mobile County
30.684020,-88.223790,Arby's,36609,Mobile County
32.363870,-86.266690,Arby's,36106,Montgomery County
32.344930,-86.224460,Arby's,36106,Montgomery County
32.383680,-86.247530,Arby's,36109,Montgomery County
32.382310,-86.201550,Arby's,36109,Montgomery County
32.359000,-86.170070,Arby's,36117,Montgomery County
32.326306,-86.331602,Arby's,36111,Montgomery County
34.742784,-87.667632,Arby's,35660,Colbert County
33.238470,-87.574450,Arby's,35473,Tuscaloosa County
32.621190,-85.404460,Arby's,36801,Lee County
33.610860,-85.827420,Arby's,36203,Calhoun County
33.608150,-85.785330,Arby's,36203,Calhoun County
31.505747,-85.698580,Arby's,36360,Dale County
